Sentence,Sentiment
best decision warner39s get rock this♥️♥️♥️,2
Didn & # 39 ; saw fighter jet ( f22 ) scene movie < href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=79 '' > 1:19 < /a >,2
THis movie stoked Best movie trailer since justice league Zack synder < br > < href= '' http : //www.youtube.com/results ? search_query= % 23dc '' > # DC < /a > < href= '' http : //www.youtube.com/results ? search_query= % 23dwaynejohnson '' > # DWAYNEJOHNSON < /a > < href= '' http : //www.youtube.com/results ? search_query= % 23legend '' > # LEGEND < /a > < href= '' http : //www.youtube.com/results ? search_query= % 23greatness '' > # Greatness < /a > < br > < href= '' http : //www.youtube.com/results ? search_query= % 23superherodreams '' > # superherodreams < /a > < br > < href= '' http : //www.youtube.com/results ? search_query= % 23geeking '' > # geeking < /a >,2
haha back cavill unfortunately let go super man wondering ’ gon na happen,2
❤ movie regardless critics say enjoyed ’ matters,2
"Film Sick ! ! one enjoyed film despite negative press , great intro relatively unknown DC character cinematic universe . Well done DJ team hopefully WB builds ! ! ! !",2
Up I pray going try use Bible,2
DC & # 39 ; movie mistake Black Adam previous DC movies like Marvel . It suddenly appeared seemed unrelated DC films .,2
Saw hella better dc movies .,2
"Such good movie Best one 2022 without doubt , maybe even best superhero movie last decade besides maybe infinity war",2
"The first Adam called Adamu black , superpower given intelligence ability one stage surpass annunaki creators . The fallen angels want fall films narrative think individual adams ability fight return Annunaki Nbiru .",2
Unpopular opinion : better iron man,2
If shazam goes full power eye must white like god,2
"DC , plz make standalone Doctor Fate movie .",2
Its sad good deserve flop came summer would performed better,2
You know movie bland felt like copy superhero movies . But one aspect I like movie father son relationship . His son & # 39 ; desire good good save people . That part I like .,2
I saw movie remove scene two fighter jets ?,2
To seems like rocks version Hancock . My mom wants go see . Can & # 39 ; wait gon na take see weekend,2
"Bro , movie real bad ? I like rock movies probably Dwayne johnson worst movie seen . And heroes like storm , falcon , drstrange , antman ? There many superheroes movies boring see super power .",2
Worst actor choice ever . < br > Dont give rock super hero roll . < br > This movie sucks,2
Goodbye DCEU ! missed .,2
I like iron man,2
Definitely one movies time,2
Love movie !,2
😎😎😮,2
i39ve watched movie twice i39m even big dc fan black adam absolutely rocks great action beginning end 🏆⚡⭐⭐⭐⭐⭐,2
Will love watch . Love movies Mr. Dwayne Johnson . Keep good work follow excitement . Love Ig channel well .,2
good movie congrats cant wait black adam 2 😎🔥🔥🔥,2
LOVED movie,2
massive❤❤❤,2
Please let good .,2
Please le good I want .,2
"The actors good job effects great . However , PLOT DISAPPOINTMENT , dialogs scene cliche point & # 39 ; cringe . BAD Writing Directing . The characters NO deep sure & # 39 ; good thing Atom like another version Deadpool .",2
"I & # 39 ; guessing movie & # 39 ; well . Based fact I started search trailer , Black Eyed Peas came first",2
I like much,2
Good movie . This time Dwayne & # 39 ; playing . Really enjoyed ! Well done .,2
fun fact : even called Black Adam movie ...,2
"Shout production company , midnight library could good movie . Please rate",2
plz I want know SONG,2
Man I really appreciate time effort graphic guys put movies . < href= '' http : //www.youtube.com/results ? search_query= % 23respect '' > # respect < /a >,2
Cool af,2
I question . I havent watched single marvel DC movie one gon na spoil ? ? Can watch without spoiling ? ?,2
The Rock always Rock . < br > And I love,2
soundtrack39s quotthemequot least trailer stylized ripoff version quotthe căpâlna girls39 walking line dancequot quotdansul fetelor de la căpâlnaquot old well known romanian piece traditional folklore yet see quotdetailquot mentioned credits,2
movie soooo boring 😂,2
"Too many black cast & # 39 ; good actors . Hawkman became black , big boss black woman . Origin black people africa living tribes . In movies , became advance exaggerated .",2
I hope Black Adam 2 comes 2024 Black Adam 3 comes 2026 !,2
amazing movie .. Superman Henry Cavill .,2
lmao cyclone token black chick,2
’ happy see agent 007 dc yaz make dc great love moviebrbri watched much action packed ending fast like defeat bad guy faster expect love movie cried bit back storythere funny jokes place brbrbrblack adams anti hero side black adams justice society brbrit great movie worth watchbrbrthe ending outro one superhero back,2
I love DC comics cant makes moves like marvel,2
The Justice League bunch jerks,2
Finally went watch movie . What saw The Rock playing instead Black Adam .,2
"Have say I liked , thought dope .",2
movie joke😂😂,2
Nothing amazing Rock ! Best action movie new spider man bullet train !,2
I didnt like I love Dwayne good twist end something wasnt good ... oh yes scene supermen good also ...,2
Amazing movie saw .,2
"Well , I enjoyed movie much I expected . It good !",2
take moment appreciate symbolism oppression palestine ’ peoplebrbrfirst scene mo amer car foreigners checkpoint running obviously frivolous check identity country remember amer palestinianbrbrjohnson plays role black adam amon tells black adam ever since death country subjected numerous invaders oppression people waiting return black adambrbrin biblical terms jesus referred new adam considered savior christian culture second coming christian islamic cultures palestine country invaded greeks romans etc people subjected imperialism oppression today israeli regime selfimposed state confused religious ethnic jews though many jews live denies palestinian people freedom peace equal treatment citizens landbrbrawesome symbolism,2
"Black Adam decent movie , though certain issues . The script could done little improvement . The action non stop moves fast pace . There Occultic themes movie . Religious people beware & # 39 ; like voodoo .",2
wakanda forever villian looks like black adam rock 😆😂🤣 hair n pointy ears 15 years workin black adam movie eh rock 😆😂🤣,2
ohhhh nooo woooww can39t believe black adam dwayne johnson omg much amazing 😮😮😮 seeing even forgot i39m adult reacting like oh movie 🎥🍿 ain39t joke seriously amazing woohoo 🙌 jejejej👍,2
watched 3 times yesterday awesome 3 times 🙌🙌🙌,2
piesa de pe fundal este din repertoriul romanesc 😁,2
dwayne best actor black adam enjoy watching him🔥⚡️👍,2
"They make heroes unite Darkseid coming , make movie possible would legends film one make remake movie .",2
i39m gon na watch thist saturday excited ∩ω∩,2
"After watching movie , I swear & # 39 ; like The West Bank Palestine , people waiting hero miracle come free someone something happens comes USA send people stop keep Zionists power steal kill Palestinians . & quot ; keep world safe & quot ; haha",2
"The film cheap story , nice costumes , version Islamic-Indian superheroes . Too many comedic scenes typical Dwayne Johnson . It far behind cult films Superman Batman , entire series superheroes last 20 years . For , apart good special effects , & # 39 ; disappointment , could done better story text .",2
love ❤🎉,2
l,2
truly innerstand movie 🗣,2
movie hard🔥🔥there39s missing joke thoughhe breaks walls one tells use doors🤣🤣🤣🤣,2
"This one badass movie ! The trailer cliche make want see actually watch movie till end . < br > < br > I like quote mother , & quot ; takes darker soul things heroes & # 39 ; & quot ; better good ! And & # 39 ; Black Adam nutshell. < br > < br > I & # 39 ; spoil movie watch little tidbit near end credits . Oh man , going get better ! ! !",2
"Awwhh u government world afraid GODs chosen ones . Most government people . But yet hide among . Waiting destroy . N one day . Absolutely Positively Fed & # 39 ; Fed beast & # 39 ; s. Afghan season upon Us NEPA . You took away Afghan restaurant . You took away Nay Aug Park Zoo . You took away My Beloved Precious Sweet Children n put streets . You took away Beloved Soulmate Husband Michael . N last least took away My Beloved Precious Sweet Sister right Our Mama & # 39 ; arms . Now I & # 39 ; taking n every one . Fed & # 39 ; first . You & # 39 ; got eyes n security n bugs n things . I & # 39 ; got eye & # 39 ; skies called birds , bugs bugs , worms , dogs , n & # 39 ; forget talking trees . I & # 39 ; speak Human . I & # 39 ; something else . N I & # 39 ; coming fer n every one God & # 39 ; apparently . Cuz last time I n My Family n Friends checked GOD Almighty always Heaven . Until GOD decides otherwise . N GOD Aliens cuz neither Human planning something n THEM things Creator & # 39 ; Earth n humanity know thoughts think . So Thanks Crazy compliments . Cuz Mine n Me well God & # 39 ; little problem . Apparently & # 39 ; chosen ones . So Thanks ignorance n betrayal sure nice getting rid . Amen n watch heat turned . After I warns Yas whatever comes next coming . It & # 39 ; Sister thing I know .",2
"& # 39 ; copy paste marvel universe , want see something new . < href= '' UCkszU2WH9gy1mb0dV-11UJg/W8IfY_bwAfiPq7IPvNCA2AU '' > < /a >",2
gran película ☝🏽 super héroes 💪🏽 encantó la recomiendo en tu cine más cercano sal disfrutar en familia 🍿,2
"For want know original & quot ; la la la & quot ; song , link : < href= '' https : //www.youtube.com/watch ? v=nWcSDap5GKw '' > https : //www.youtube.com/watch ? v=nWcSDap5GKw < /a > < br > You thank later",2
"Black Adam far best movie ever , better character play MCU unless female , corny movie best DC movie ever .",2
"Just watch black adam best DC film since dark knight , amazing",2
Awesome I love movie Can & # 39 ; wait Black Adam2,2
scene black adam hits jet 🤣🤣🤣👍👍👍😎😎😎 ✊👊🤜🛩️🛩️🛩️,2
Great movie would definitely see,2
The rock rocked .... im glad finaly rock casted superhero.and doubt rock nailed it.He dont know say likes one exept him.outbreak outthought . DC movies finally started give insecurities marvel.Again whole movie got high rock .,2
witchcraft best also devil spirit hollywood ’ read bible,2
completely deleted fighter jet part 😂😂,2
HANDS DOWN THIS MOVIE IS BETTER THAN BLACK PANTHER AND AQUAMAN,2
MUST WATCH ! IF YOU ARE THINKING WHETHER TO WATCH IT OR NOT . I SUGGEST YOU GO WATCH THE MOVIE . YOU WILL NOT REGRET IT,2
BEST DC MOVIE BY FAR !,2
AWESOME DC MOVIE !,2
This movie must see .. I really enjoyed film .... hope make sequel .... one better DC films ...,2
umarım filmin 2ci bi serisi gelir heycanla bekliyorum 😊🙏,2
really good movie .. waiting DC ... good . great characters casted perfectly .,2
This way better love & amp ; thunder sorry thor .,2
"This actually pretty great . Probably best DC ever put recent times . I lean towards Marvel since films damn , Warner Bros continues , Marvel good competition . The cast great , acting great , story great , CGI great . I & # 39 ; gon na say , IDC I get hate better Wakanda Forever . Better Marvel & # 39 ; recent movies actually .",2
lol “ black adam ” played “ black ” guy,2
The movie amazing ! ! ! !,2
F-35 removed plane scene avoid funny,2
"If want save franchise , Hire black guy",2
really change hawkman facemask love find funny😂why nose,2
Amazing experience watch delightful movie .. New born DC era,2
"true message , need A leader lead world , foolish government presidents : D",2
way guys copied catchphrase apex legends 😂,2
"I expecting final battle would like superman vs zod . Where fight till one drop . Truly disappointed ends . < br > < br > Good movie , couldve done better .",2
කලු ආනන්ද 😌,2
Pretty good movie Hawkman Cyclone black,2
Black Adam ? More like Bland Adam . The movie garbage .,2
"satanic movement . triangular & # 39 ; peace , illuminati , third eye dajjal .",2
This Time I LOVE DC,2
dang definitely buying dvd extra39s comes within captivated thank black adamteth adam whoop whoop thank mr dwayne johnson 🔥🔥 thank wb 🙌🏽🙌🏽,2
"Seen , love ! Cant wait see ! ! ! And next movies That star feature Black Adam ! ! ! Even loved story son passed power dad ! ! ! Awesome movie way around ! ! !",2
best movie ever💯💯💯💯💯💯💯💯💯🔥🔥,2
woohoo . finally something doesnt make control future .,2
"I would would win fight , Superman black Adam",2
"One big nothing , hope new Shazam better .",2
I love hereos completely heroes . I love seeing bad people getting deserved . It gives satisfaction .,2
der best film von dc und marvel endlich❤👏🏽🫶🏽👌🏽,2
Still better wakanda forever,2
Mmmm I love DC rock mmm,2
"The JSA Members I would & # 39 ; put The Movie ( Alongside Dr . Fate , Hawkman , Atom-Smasher & amp ; Cyclone ) would & # 39 ; < br > Wildcat ( Ted Grant ) , Green Lantern ( Alan Scott ) , Hawkgirl ( Sheyera Hol ) , Stargirl ( Courtney Whitmore ) , < br > Commander Steel ( Nathanial & # 39 ; & # 39 ; Nate & # 39 ; & # 39 ; Heywood ) , Hourman ( Rex Tyler ) , Dr. Mid-Nite ( Charles McNider ) , Red Tornado ( Android ) & amp ; Flash ( Jay Garrick ) ... & # 39 ; shame Stargirl Hawkgirl cut film overall , going appear JSA Members The Script < br > < br > Pierce Brosnan reason I want see Black Adam , I love Pierce Brosnan , seems like nice guy , years caused controversy , Painting Art amazing , I bit kind worried Pierce Brosnan taking role Dr Fate Pierce Brosnan & # 39 ; Age Black Adam dirty Fighter I think Pierce Brosnan Dr . Fate God-Tier Casting . Dr . Fate DC Superhero needs love ( Mister Miracle ) , Lets face Dr Fate came first & # 39 ; WAY Better Dr . Strange marvel < br > I would LOVE see Dr . Fate get Solo Movie , Hawkman Black Adam look Amazing well , also know Aldis Hodge ( Hawkman & # 39 ; Actor ) Pierce Brosnan became fast friends throughout production",2
MORE MARVEL KINDA BS,2
This movie favorite,2
"This trailer & # 39 ; enough describe movies feels warching .. < br > < br > The effects , storyline , cinematography everything spot on. < br > < br > I feel marvel pushed better . < br > < br > Great movie definitely recommend",2
"Thank , Warner Brothers , finally I get see black super hero helping people color , real world situation . I like bad guy dictator hurting people , happen people sent stop Black Adam , black . And want keep status quo third world",2
black adam win ’ seven god,2
What good awesome movie !,2
The sus hero :,2
Just daw movie van say amazing,2
"AWESOME movie , lots fun tons action !",2
Another blacks slaves victimhood Hollywood make us rich bullcrap,2
woaahaaaaaa absolument masterclass le flow qu ’ impose le personnage en lui même et stratosphériquement phénoménal la vengeance du personnage et également giga acceptable la liberté qu ’ il prône et extraordinairement incroyable messieurs dames le costume du personnage et également stratosphérique en outre la badassitude incarnée je vous le présente en 10000000 fois le seul pouvant incarné black adams l ’ unique pouvant le mieux comprendre n ’ est autre que za rocku dess la bandeannonce réussi à 2020 quant au film j ’ annonce ne pas l ’ avoir vu mais j ’ annonce quand même un 100100,2
fun fact fetele dela căpâlna 💪,2
searching logic physics indian movies 🤣 what39s,2
man love dr.fate,2
love ya rock dammmmn👎next time make movie everyone hasn39t read comic book i39ve never seen characters dc movies idea going backstory would magical 👌 whattap pierce brosnan playing villain thought sean connery came back lifesorry still love ya rock you39re better cavill shannon great johnson brosnangtfoh👎,2
I love music much,2
Lol . Goofy woke AF,2
The best DC movie far better marvel movies even,2
"The Superman dc movies dark gray ! ! ! It fit hero character .. graphics edits specifically .. way , except : AQUAMAN .",2
He & # 39 ; like rock,2
omg watched spoiler alert ‼️ super man coming❤😮,2
Actually I love movie,2
I hope 14-year-old kid got paid like $ 90 million dollars write movie,2
It looks like comedy I & # 39 ; know people actually take serious,2
I idea going I know movie called The White Johnny kind Supreme Being people would crying hollering & # 39 ; ! huge hypocrisy,2
The Rock great actor storyline script doesnt make sense . Intergang ?,2
This movie good,2
Join I discuss plot movie giving honest opinion film ! < br > < href= '' https : //www.youtube.com/watch ? v=aZUcZqttmb8 '' > https : //youtu.be/aZUcZqttmb8 < /a >,2
perfect film,2
script forced felt like used lot people never acted feel good scenes wayyy campy but… darker graphicscinematography brutal kills action especially slowmo scenes absolutely make worth seeing… brbra better script better directingacting would a1,2
Guess & # 39 ; joking SNL called Satan. < br > Repent still turn Jesus . The one true God. < br > He came give LIFE !,2
black adam🖤🖤🖤🖤🖤🖤🖤🖤🖤,2
black adam 🖤,2
WAN NA KNOW WHAT I THINK ABOUT THIS ? FEEL FREE TO CLICK THE LINK TO MY CHANNEL < href= '' https : //www.youtube.com/watch ? v=mMfJsgG5lqU '' > https : //youtu.be/mMfJsgG5lqU < /a >,2
910 😁,2
I waiting part punches jet plane whole movie & # 39 ; even ! Still awesome movie though rock badass,2
terrible movie dwayne39s character one dimensional boring scenes didn39t flow well backstory given justice society pointless death there39s emotional connection character reason care dies henry left witcher 😆 🤣 😂,2
going see movie tonight 😊😊😊 birthday,2
Top notch action movie . They everything right . Applause director .,2
song trailer old romanian song hrefhttpswwwyoutubecomwatchvnwcsdap5gkwhttpsyoutubenwcsdap5gkwa 😅❤,2
Theme song sounds like Romania,2
Background music much nice,2
Black Adam looks like rock,2
love 💕💕💕💕,2
Superman movie < br > < br > < br > < br > SPOILER ALERT ! < br > < br > Or I first write spoiler alert spoil ? Hmmm ...,2
Thi AMAZING ! After watching new Thor movie 5 minutes almost puked . This 100 years old whiskey brain,2
"I watched movie < br > 10/10 < br > < br > As adult , agree black adam viewpoint. < br > And Rock playing Black Adam makes movie 11/10 < br > < br > I think DC nailed one .",2
es caín punto final ✌🏼,2
So black superman nice : ),2
"This movie sooo dope ! Great visual effects , Good music cast !",2
"I love Rock , another comic book movie .",2
Happy hear music theme female voices actually Romanian folk song : & quot ; Fetele de la Capalna & quot ; . Cool ! < href= '' https : //www.youtube.com/watch ? v=814HbgKI2IM '' > https : //youtu.be/814HbgKI2IM < /a >,2
"This people introduced heresy God . These players devil worshippers . They everything keep people believing God . In film , man made like god",2
"I went see The Rock man ; also stars Pierce Brosnan , another favorite . I loved ! Good movie ! Love ancient lore incorporated backstory Black Adam .",2
The movies badass .,2
Love trailers music . Who knew kids voices would sound cool Black Adam .,2
I think caught rocket lol,2
"watch movie last night , heres review , movie damn good , fight scene intense even tho Dwayne Black Adam movie doesnt talk much acting movie awesome .",2
The trailer actually impressive gave dislike saying reborn god ...... dont even call self god,2
Wonderful movie,2
Hate disappoint movie & # 39 ; great .,2
Movie kinda cringe Johnson amazing Adam .,2
since black adam hero 🤔🙄 dc always trash like black adam movie 💯,2
Pierce Brosnan perfectly cast . Rooting Doctor Fate movies,2
A JSA movie would great ! !,2
watched 1st one moviebrman sooo0 good😉a hrefuckszu2wh9gy1mb0dv11ujg8gf1xpzk8jk8gsdri2wcwa,2
"Watched today . I high expectation I love dwayne Johnson I left quite dissapointed . It okay , mid , execution could better . The scene I really like first fight black adam soldiers , whenever Pierce Brosnan appear & # 39 ; cutie . The rest forgettable . I still think Dwayne perfect Black Adam I & # 39 ; wait second movie come , especially since involve superman !",2
bro movie best one watched theaters,2
I want see movie ! !,2
waiting hrefhttpswwwyoutubecomwatchvx0topbuyasiampt84124a movies whole time 😂😂,2
I love Black Adam & # 39 ; energy . Can & # 39 ; wait see face Superman .,2
I think movie pretty good . I think final movie cut trailer scene Black Adam taking fighter jet .,2
Can take minute appreciate rock acts black adam perfectly tears seeing good acted,2
wow căpâlna girls dance music😱😍😍😍,2
’ kind movies look good,2
one best superhero movie ever plus dwayne johnson playing black adam love dwayne really started love dr fate character pierce brosnan nailed it👏👏👏,2
The funny thing Christians catholic whatever guys believe ... That say & quot ; im god & quot ; even u meant u say end < br > U also swearing like holy * * word like ... sooo u guys make fun < br > And clear evidence religion false respect,2
Saw yesterday family loved ! I surprised good !,2
thought movie mediocre performances felt hollow cheap im glad didn39t pay see saw free35⭐⭐⭐,2
This movie dope man . Never thought.the Rock would solid super hero movie .,2
Watched today 5 year old man engaged !,2
number 1 movie world till black panther comes 😒😒,2
"Pure non stop action great story , movie awesome !",2
movie epic waiting second part 👀👀👀👀👀👀👀👀😍😍😍😍,2
"Watched itt today eastwood mall , Loved !",2
watched last night although found side characters bit annoying say least rock amazing main role love see darker super hero really gives bad guys deserve action scenes brutal probably best ’ seen super hero movie,2
seeing cinema hall saw 😘😘😘,2
great dc movie absolutely love emotional arc black adam ’ backstory makes understand antihero unexpected characters well developed favorite doctor fate would love see doctor fate movie,2
"Jusr saw movie best dc movie think better justice luege movie , shazam movie , marvel movie .. The whole movie action",2
Dc rise .. Black adam quote kill shazam unless superman convince join justice league ! ! ! !,2
It & # 39 ; powerful ...,2
Definitely rooting black Adam,2
epic movie world 🌍 ’ realest thing ever seen meant seen theatre rock building 🎉the rock building,2
So & # 39 ; sworn modern marvel movies ( obvious reasons ) . Forgot dc thing ... & # 39 ; hope afterall .,2
"want passionatly make black adam , want feel black adam , want smell black adam . BLACK ADAM BLACK ADAM BLACK ADAM BLACK ADAM BLACK ADAMBLACK AF < br > BLACKADAM BLACKADAMALCLAKENW",2
So nice,2
oșoianu sisters rules soundtrack ❤,2
movie amazing 🤩,2
put shortly masterpiece deep black adam incredibly entertaining ’ listen critics recommend black adam badass,2
Wow,2
"Unfortunately , anti-hero fan favorites wrestlers 1990s included The Rock , Stone Cold Steve Austin , Razor Ramon , Sycho Sid , ECW Crow Sting great big connection . They anti-hero fan favorites Clinton Presidency . The era even saw release Blade .",2
< b > I LIKE IT . I RECOMMEND TO SEE THIS MOVIE < /b >,2
How human call God staghfrullah,2
wow movie awesome 😎😎😎👍👍👍,2
"could given rock better costume , instead giving tights like anime",2
bമിന്നൽ മുരളിb 🥰❤️❤️❤️❤️,2
traditional romanian beat called quotpurtata fetelor de la căpâlnaquot back ground isn39t beautiful br💙💛❤,2
I & # 39 ; give chance,2
really love movie ✨✨✨✨ rock really rock movie 👍👍👍👍👍👍👍,2
Please make next movie Black Adam vs Superman .,2
Can someone tell music ? The female voice ? I heard ot festival Im suprosed hear thos trailer someone tell artist song ?,2
I hope & # 39 ; American comedy like Marvel,2
superbbb 👌🏼,2
😆 🤣 disney make movie woke pcs 💩,2
amazing❤❤❤❤,2
"From Rocky Maivia Black Adam ..... life rock , must feel damn good accomplish much short lifetime",2
Average movie -have seen scenes marvel movies ... kids would like ...,2
wow cool 😎 👍 blackadam,2
hrefhttpswwwyoutubecomwatchvx0topbuyasiampt52052a😊,2
"Just watched , catchy I expected 2nd DC movie I seen , post credit cool tho",2
THE BEST MOVIE IN DC HISTORY NEXT TO CRISTOPHER REEVES SUPERMAN ! ! ! ! FACTS ! ! ! ! !,2
"It depresses people keep consuming garbage .... people also love KFC , whatever . I & # 39 ; like see independent , intelligent , original movies made . No superhero sequel nonsense .",2
"This movie pure superhero action fun , go see great time , I wait see ! . The critics mad NOT full woke garbage like .",2
reviews mixed critics positive reviews audiences audiences loved ’ care critics says agree criticism action sequences character developmentbrbrdwayne johnson pierce broson really great movie trailer may spoil character ’ origins offense editors trailer warner bros dc still love movie,2
great movie entertaining much action enjoyed story love rock one favourite actors ever performance movie incredible ’ talented awesome movie,2
came say ’ trash 🫤good bye 😂,2
’ watch free streaming platform superhero movie ’ watch theatres new spider man,2
"& # 39 ; basically hancock , lame rock actor , original worth watching",2
I really love movies Marvel makes . They put much effort & # 39 ; always fun watch ! Keep good work Marvel .,2
10 10 movie action packed start finish😍brdwayne nailed role,2
"Black adam best best , Thanks The Rock , Henry Cavill superman back ! ! ! ! support The Rock Dc ! ! ! Hope many Dc movies future . < href= '' UCkszU2WH9gy1mb0dV-11UJg/Iv90XouTLuOR8gSxxrToBA '' > < /a > < href= '' UCkszU2WH9gy1mb0dV-11UJg/Iv90XouTLuOR8gSxxrToBA '' > < /a > < href= '' UCkszU2WH9gy1mb0dV-11UJg/dv90XtfhAurw8gTgzar4DA '' > < /a > < href= '' UCkszU2WH9gy1mb0dV-11UJg/hf90Xv-jHeOR8gSxxrToBA '' > < /a > < href= '' UCkszU2WH9gy1mb0dV-11UJg/8gF1Xp_zK8jk8gSDrI2wCw '' > < /a > < href= '' UCkszU2WH9gy1mb0dV-11UJg/8gF1Xp_zK8jk8gSDrI2wCw '' > < /a > < href= '' UCkszU2WH9gy1mb0dV-11UJg/8gF1Xp_zK8jk8gSDrI2wCw '' > < /a > < href= '' UCkszU2WH9gy1mb0dV-11UJg/8gF1Xp_zK8jk8gSDrI2wCw '' > < /a >",2
Cool,2
"There absolutely need two heros movie . None whatsoever . She trash , dude best kept mask . Not feeking Hawkman casting , mainly I grew white guy Hawkman , seeing guy really sucked blur scenes . The normies consisted & # 39 ; stubid & # 39 ; get everyone trouble character really makes wish scenes deleted , normie pushed story along , I feel like could put greater use . Cinematography good , cgi point , fight scenes entertaining . Could sworn Black Afam around bad ( sarcasm ) . Worth watching , home save others theater money . It really & # 39 ; worth everyone group paying admission watch home stream .",2
I & # 39 ; going go watch cinema tomorrow I & # 39 ; excited,2
second forgot ’ marvel character,2
get feeling justice society ’ role movie basically superhero subgenre ’ equivalent xforce dp2 🫣,2
actually really liked movie ’ interested characters jsa justice league,2
< href= '' https : //www.youtube.com/watch ? v=X0tOpBuYasI & amp ; t=48 '' > 0:48 < /a > Thanks brain-dead thug sounds . Now I know I & # 39 ; watching .,2
"It looks good , The Rock good actor , & # 39 ; matter , matters marveltards already coming attack movie .",2
simple review watched enjoyed loved 😃 hrefhttpswwwyoutubecomwatchvx0topbuyasiampt79119a scene came,2
Good,2
rotten tomatoes mad wasnt right kind woke wanted 🤣 impossible cram much background story go read comics action superb adam pictured comics,2
"seen mixed reviews christians feeling convicted watching move , everyone .",2
yes 👍🔷️👍🔷️👍🔷️👍🔷️,2
Did catch rocket ? lol,2
’ warner bros donation set movie releases stream third party appdevices like firestick xboxonline watch movies free would still like pay viewing without going theater warner bros set donation tab us fans donate money cover cost viewing recoup money thought,2
excited see saw ’ super hero movie…,2
black adam ain39t black 🖤,2
"Rap soundtrack definitely means I & # 39 ; see . Sure looks good , though .",2
Best superhero movie since Endgame ! They incredible job !,2
watch imax great 👍,2
"M.ASDINALDIANO/21 : I like movie , Black Adam action movie . I like",2
cool movie,2
“ woke ” movie 10 ⭐️ ’ right f disneys marvel,2
awesome 😎,2
seen movie ’ good best super hero movie ’ seen 10 years fantastic,2
That scene people rolling car window might funny I already seen happen X-Men movie years . I looking forward movie though . Is villain ? Hero ? Antihero ?,2
"Black Adam well worth seeing least two times . A really fun movie , & # 39 ; coming back , & # 39 ; coming back ! ! !",2
Just saw movie I give 10/10 . It really good,2
Who next Green Lantern . Green Lantern one powerful forces Universe,2
"A Good Movie ! Great Action Pacing , Interesting Visual Effects ! Loved ( ALL ) Main Characters ! ! ! And Black Adams screen presence presented Powerful way , believe Black Adam rather Dwayne Johnson costume ! My thanks involved creation entertaining movie !",2
"Boring see always super hero stuff , lightning power , flying around , nothing new , waste",2
"Just watched BlackAdam & amp ; gosh tears eyes . The plot , The themes , characters , dynamics , drama , lore , emotional moments acting truly movie time",2
"Just watched yesterday ! Thankyou rock saving eyes watching hulk , thor dr.strange mom I & # 39 ; never expect would enjoy comicbook base film . This great movie experience ofc also first time year & # 39 ; never regret wasting money cinema . & # 39 ; listen critics best action packed comic film year !",2
After Endgame I stopped watching superbalony movies . But seems fun ost cool,2
"Loved , movie lot fun lots great action !",2
❤️❤️❤️💪💪💪👌👌👌,2
don39t like kind extra sific movies ’ get true feelings watching movieit ’ better watching tom amp jerry,2
This first movie ever watched Theater . And I proudly say one Finest work The Rock . BLack Adam CGI looks different I love Dr Fate also,2
someone else could & # 39 ; played black adam . rock comic character material . never n never . & # 39 ; comedic actor dark themed comic character .,2
THIS MOVIE IS AMAZING EVERYONE GO SEE IT !,2
"Couldn & # 39 ; get guy played Black Panther role ? < br > It & # 39 ; Black Adam , Polynesian Adam .",2
"Overdoing inhuman monster human skin ! They made look like Godzilla , King Kong , monster Alien , .",2
marvelous fantastic beasts interesting superb fabulous ultimate 🔥🔥🔥🔥 movie,2
i39m probably gon na wait someone force watch huge fan rock dcmarvl much 😮‍💨,2
Sounds much like lost city Atlantis ...,2
"oh , get , & # 39 ; bad guy & # 39 ; evil . something .",2
plot definitely needed refining film felt though meant longer ended squashed aside cringe cliché quotchild involvementquot fun ride jam packed action well worth watch 👍 710,2
Just saw film yesterday Cineplex . Such brilliant cast . Non-stop action lots goosebumps . There surprise end . Guess & # 39 ; ..............,2
I came back movie . Loved ! A fresh new perspective DC . And hands commendable effort Pierce Brosnan . High five,2
’ care anyone says masterpiece compared anything marvel put year,2
indian ♥️🔥🔥,2
So another anti hero,2
one little advice never chose script movie going less 180 minutes could ruin little hollywood career rock movie seems like cartoon emotion deep story overall home made movie 38 10 expecting better one dc character built cartoon actually fit cartoon 🙄,2
waiting black adam 2 🥰,2
DC came . DC taking Marvel throat,2
"It & # 39 ; Garbage movie , started get boring mid film felt like watching A knockoff Of Marvel universe . Dr strange , Falcon , Antman wanda , different costumes .",2
The movie real good,2
rip 007 😔😔🙏🏼🙏🏼🙏🏼🙏🏼,2
Despite bad reviews movie amazing anti heroes get bad reputation reminded Spawn used hellish powers good ! Dwayne Johnson I love maybe play Spawns new remake !,2
never written comment online care henry superman black adam saw movie ’ awesome sadly ’ well box office go see ’ still gon na make difference anyone feels like ask english first language,2
"The critics & # 39 ; like , means good .",2
It great movie,2
final spice mix Osoianu Sisters : D,2
nobody wants admit everyone works knows rock takes steroids lol ’ 25 size 20 years ago stuff like age mid 50s possible without steroids,2
great film ’ watching right now👍🏽😊,2
Click like saw movie trailer Rock advertised Ind vs Pak match t20 worldcup 2022 ... indian people thing,2
To casting Rock kind ruined movie . I get & # 39 ; mega star I find Dynamic actor . Where superhero film I felt like I watching typical Rock movie .,2
"came back cinema say black Adam hands best movie seen year , stunning thriller dramatic twist",2
